Building type	Coordinates (latitude)	Coordinates (longitude)	Number of floors/units
A	40.953368	-73.778589	
A	40.953238	-73.778878	
A	40.953149	-73.779206	
A	40.952978	-73.779573	
A	40.95283	-73.779862	
A	40.952684	-73.780229	
A	40.953085	-73.778394	
A	40.952967	-73.778628	
A	40.952813	-73.77894	
A	40.952707	-73.779299	
A	40.952571	-73.779557	
A	40.9524	-73.779909	
A	40.952412	-73.784749	
A	40.952618	-73.78456	
A	40.952768	-73.784259	
A	40.95291	-73.783957	
A	40.953088	-73.783571	
A	40.953181	-73.783298	
A	40.95333	-73.782959	
A	40.953479	-73.782676	
A	40.95316	-73.782511	
A	40.952818	-73.782332	
A	40.952548	-73.782285	
A	40.952348	-73.782172	
A	40.952114	-73.782059	
A	40.95185	-73.781908	
A	40.951594	-73.781663	
A	40.951836	-73.78138	
A	40.952071	-73.781531	
A	40.952334	-73.781682	
A	40.952597	-73.78187	
A	40.952918	-73.781955	
A	40.953167	-73.782077	
A	40.953366	-73.782153	
A	40.953636	-73.782379	
A	40.952462	-73.783867	
A	40.952334	-73.784112	
A	40.95222	-73.784348	
A	40.951964	-73.784734	
A	40.951694	-73.784659	
A	40.95153	-73.784518	
A	40.95168	-73.784141	
A	40.95185	-73.783754	
A	40.951936	-73.783472	
A	40.952235	-73.783604	
A	40.952235	-73.785328	
A	40.951993	-73.785234	
A	40.951694	-73.785281	
A	40.951459	-73.785111	
A	40.951231	-73.784932	
A	40.95111	-73.784536	
A	40.951153	-73.78415	
A	40.951452	-73.783604	
A	40.951509	-73.783378	
A	40.952683	-73.783208	
A	40.952469	-73.783086	
A	40.952256	-73.783048	
A	40.951957	-73.782935	
A	40.95143	-73.782511	
A	40.951495	-73.782888	
A	40.951267	-73.782925	
A	40.951018	-73.782662	
A	40.950776	-73.782548	
A	40.952754	-73.782925	
A	40.952555	-73.782756	
A	40.952235	-73.782643	
A	40.952014	-73.782464	
A	40.951751	-73.782304	
A	40.951409	-73.782294	
A	40.950762	-73.782548	
A	40.950897	-73.782153	
A	40.951082	-73.781776	
A	40.951203	-73.781512	
A	40.951359	-73.781079	
A	40.951502	-73.780796	
A	40.951601	-73.780598	
A	40.951865	-73.780721	
A	40.952128	-73.781022	
A	40.952355	-73.781079	
A	40.952597	-73.781267	
A	40.952846	-73.781399	
A	40.953131	-73.78155	
A	40.953352	-73.781682	
A	40.953622	-73.781927	
A	40.953821	-73.781974	
A	40.953956	-73.781531	
A	40.953679	-73.781427	
A	40.953437	-73.781211	
A	40.953259	-73.781173	
A	40.952925	-73.780985	
A	40.952697	-73.780843	
A	40.952455	-73.780664	
A	40.952192	-73.780382	
A	40.951929	-73.780174	
A	40.951687	-73.780108	
A	40.951409	-73.780118	
A	40.951189	-73.780184	
A	40.950918	-73.780127	
A	40.950605	-73.780118	
A	40.95005	-73.779995	
A	40.949808	-73.780005	
A	40.952897	-73.772359	
A	40.95321	-73.77267	
A	40.953744	-73.776693	
A	40.953459	-73.776787	
A	40.953175	-73.776835	
A	40.952926	-73.776844	
A	40.952669	-73.776948	
A	40.952406	-73.777032	
A	40.952015	-73.777014	
A	40.951493	-73.776884	
A	40.951244	-73.776874	
A	40.952833	-73.777762	
A	40.952641	-73.778045	
A	40.952591	-73.778441	
A	40.952456	-73.778714	
A	40.952221	-73.779053	
A	40.952136	-73.779373	
A	40.952015	-73.779628	
A	40.951702	-73.779392	
A	40.95126	-73.779458	
A	40.950919	-73.779477	
A	40.95109	-73.779138	
A	40.951367	-73.778959	
A	40.951607	-73.778869	
A	40.951945	-73.778761	
A	40.952095	-73.77848	
A	40.952273	-73.778124	
A	40.952426	-73.777819	
A	40.951803	-73.777969	
A	40.951602	-73.778297	
A	40.951331	-73.778422	
A	40.950871	-73.77868	
A	40.95073	-73.778859	
A	40.950579	-73.779026	
A	40.950312	-73.779471	
A	40.949793	-73.779477	
A	40.949509	-73.779541	
A	40.950154	-73.778999	
A	40.95032	-73.778624	
A	40.950401	-73.777959	
A	40.950717	-73.777851	
A	40.951089	-73.777889	
A	40.951397	-73.777916	
D	40.94989	-73.778422	2
D	40.949512	-73.778727	2
D	40.949332	-73.778183	2
D	40.949161	-73.778849	2
D	40.948977	-73.778324	2
D	40.948539	-73.778208	2
D	40.948359	-73.778935	2
A	40.947392	-73.779916	
A	40.947203	-73.780388	
A	40.946935	-73.78013	
A	40.946757	-73.780012	
A	40.946891	-73.779717	
A	40.947164	-73.779628	
A	40.946992	-73.780844	
A	40.946777	-73.780595	
A	40.946495	-73.78047	
A	40.946508	-73.781021	
A	40.946535	-73.781466	
A	40.946448	-73.781777	
A	40.946253	-73.782151	
A	40.946139	-73.78248	
A	40.946018	-73.782791	
A	40.945789	-73.783147	
A	40.945621	-73.783529	
A	40.945467	-73.78384	
A	40.945333	-73.784214	
A	40.945165	-73.784516	
A	40.94501	-73.78481	
A	40.944836	-73.785156	
A	40.944647	-73.785628	
A	40.944459	-73.785948	
A	40.944224	-73.786215	
A	40.944063	-73.786748	
A	40.943848	-73.787193	
A	40.943626	-73.78762	
A	40.943499	-73.788029	
A	40.943344	-73.788322	
A	40.943183	-73.788616	
A	40.943116	-73.789025	
A	40.945587	-73.782446	
A	40.945401	-73.782779	
A	40.945255	-73.783122	
A	40.945117	-73.783422	
A	40.944914	-73.783744	
A	40.944655	-73.784173	
A	40.944347	-73.784817	
A	40.944217	-73.785085	
A	40.944088	-73.785439	
A	40.943893	-73.785697	
A	40.943723	-73.786072	
A	40.943569	-73.786394	
A	40.943253	-73.786105	
A	40.943391	-73.785675	
A	40.943618	-73.785268	
A	40.94378	-73.784946	
A	40.943982	-73.784603	
A	40.944112	-73.784334	
A	40.944258	-73.783937	
A	40.944396	-73.783304	
A	40.94459	-73.783058	
A	40.944704	-73.782661	
A	40.944931	-73.782371	
A	40.945141	-73.78192	
A	40.945384	-73.78147	
A	40.948067	-73.773069	
A	40.948175	-73.773432	
A	40.948096	-73.77391	
A	40.947894	-73.77413	
A	40.947612	-73.774168	
A	40.947302	-73.774091	
A	40.947114	-73.774072	
A	40.947157	-73.773575	
A	40.947453	-73.773336	
A	40.947778	-73.773269	
A	40.948348	-73.772142	
A	40.947987	-73.7724	
A	40.947662	-73.772629	
A	40.947338	-73.772705	
A	40.947121	-73.772868	
A	40.946933	-73.77238	
A	40.946803	-73.772094	
A	40.9472	-73.772189	
A	40.947569	-73.771903	
A	40.947792	-73.77196	
A	40.948096	-73.77196	
A	40.946435	-73.77218	
A	40.946493	-73.772553	
A	40.946623	-73.772944	
A	40.946731	-73.773241	
A	40.946782	-73.773814	
A	40.946666	-73.774139	
A	40.946717	-73.774541	
A	40.946731	-73.774999	
A	40.946789	-73.77541	
A	40.947056	-73.775812	
A	40.947338	-73.776252	
A	40.947078	-73.776242	
A	40.946789	-73.776223	
A	40.946601	-73.775745	
A	40.946471	-73.775439	
A	40.946385	-73.775095	
A	40.946327	-73.774302	
A	40.946262	-73.773862	
A	40.94606	-73.773289	
A	40.945829	-73.773078	
A	40.945605	-73.772725	
A	40.945894	-73.772562	
A	40.946182	-73.772371	
A	40.945627	-73.774713	
A	40.94559	-73.775019	
A	40.945735	-73.775391	
A	40.945821	-73.775735	
A	40.945843	-73.776185	
A	40.946125	-73.776261	
A	40.946406	-73.776261	
A	40.946161	-73.775774	
A	40.946074	-73.775487	
A	40.94598	-73.775057	
A	40.945923	-73.774713	
A	40.945865	-73.774321	
A	40.945886	-73.773967	
A	40.94572	-73.773757	
A	40.945475	-73.773489	
A	40.945244	-73.773241	
A	40.944883	-73.773183	
A	40.944652	-73.773269	
A	40.944363	-73.773403	
A	40.944103	-73.773642	
A	40.94432	-73.773891	
A	40.944493	-73.774235	
A	40.944652	-73.774579	
A	40.944804	-73.77498	
A	40.944883	-73.775401	
A	40.944883	-73.775793	
A	40.944926	-73.776204	
A	40.94515	-73.776166	
A	40.945331	-73.776166	
A	40.945374	-73.775917	
A	40.945287	-73.775496	
A	40.945179	-73.775172	
A	40.945128	-73.774732	
A	40.944991	-73.774139	
A	40.943829	-73.774158	
A	40.944082	-73.774407	
A	40.944219	-73.774646	
A	40.944363	-73.775019	
A	40.944464	-73.775391	
A	40.944464	-73.775745	
A	40.944421	-73.776156	
A	40.944154	-73.776385	
A	40.94385	-73.776405	
A	40.943598	-73.776232	
A	40.943439	-73.775965	
A	40.94323	-73.775688	
A	40.943244	-73.775286	
A	40.943403	-73.774971	
A	40.943641	-73.7752	
A	40.943706	-73.775621	
A	40.944009	-73.775908	
A	40.94411	-73.77543	
A	40.944002	-73.775009	
A	40.943879	-73.774713	
A	40.943692	-73.774416	
A	40.947639	-73.77671	
A	40.947509	-73.777121	
A	40.947076	-73.777255	
A	40.946744	-73.777255	
A	40.946405	-73.777245	
A	40.946051	-73.777169	
A	40.945784	-73.777264	
A	40.945444	-73.777331	
A	40.944982	-73.777455	
A	40.944657	-73.777474	
A	40.944434	-73.777599	
A	40.944188	-73.777646	
A	40.943878	-73.777761	
A	40.943546	-73.777761	
A	40.943618	-73.777465	
A	40.94304	-73.776672	
A	40.942824	-73.776471	
A	40.943098	-73.776222	
A	40.943315	-73.776595	
A	40.943553	-73.776882	
A	40.943827	-73.777006	
A	40.944051	-73.776958	
A	40.94434	-73.776882	
A	40.944636	-73.776681	
A	40.944903	-73.776691	
A	40.945221	-73.776767	
A	40.945481	-73.776672	
A	40.94582	-73.776748	
A	40.946094	-73.776891	
A	40.946383	-73.77671	
A	40.946737	-73.776767	
A	40.947018	-73.776863	
A	40.947322	-73.776748	
A	40.948426	-73.777331	
A	40.948123	-73.777226	
A	40.948051	-73.776891	
A	40.948145	-73.776423	
A	40.948368	-73.776347	
A	40.948765	-73.776375	
A	40.948931	-73.776022	
A	40.948715	-73.775658	
A	40.948404	-73.775744	
A	40.948145	-73.775897	
A	40.947755	-73.775897	
A	40.947654	-73.775706	
A	40.947343	-73.775467	
A	40.947134	-73.775075	
A	40.947177	-73.77455	
A	40.947509	-73.774655	
A	40.947769	-73.774731	
A	40.948116	-73.774588	
A	40.948339	-73.774349	
A	40.948578	-73.7739	
A	40.948534	-73.773527	
A	40.948548	-73.773166	
A	40.94857	-73.772647	
A	40.948861	-73.772506	
A	40.948629	-73.771589	
A	40.948202	-73.771457	
A	40.94786	-73.77141	
A	40.947476	-73.771467	
A	40.947177	-73.771467	
A	40.946793	-73.771448	
A	40.946487	-73.771561	
A	40.946167	-73.771712	
A	40.945932	-73.771806	
A	40.945676	-73.772051	
A	40.945384	-73.772324	
A	40.945156	-73.772531	
A	40.944886	-73.772626	
A	40.944615	-73.772677	
A	40.944254	-73.772867	
A	40.944012	-73.772997	
A	40.943816	-73.773206	
A	40.943575	-73.773486	
A	40.943349	-73.774035	
A	40.943175	-73.774364	
A	40.94307	-73.774574	
A	40.942896	-73.774963	
A	40.942829	-73.775422	
A	40.942768	-73.775732	
A	40.942519	-73.775981	
A	40.942308	-73.77645	
A	40.94209	-73.77687	
A	40.942097	-73.777239	
A	40.942459	-73.777239	
A	40.942602	-73.77688	
A	40.942776	-73.777199	
A	40.943032	-73.777319	
A	40.942957	-73.777838	
A	40.942527	-73.777848	
A	40.942195	-73.777898	
A	40.941916	-73.777778	
A	40.941615	-73.777838	
A	40.941351	-73.777858	
A	40.941042	-73.778107	
A	40.940861	-73.778217	
A	40.944915	-73.769732	
A	40.944802	-73.770331	
A	40.944545	-73.77055	
A	40.944025	-73.77079	
A	40.943588	-73.77093	
A	40.943271	-73.771069	
A	40.943045	-73.77073	
A	40.943256	-73.77058	
A	40.943482	-73.77045	
A	40.943739	-73.770341	
A	40.943988	-73.770111	
A	40.944244	-73.770031	
A	40.944493	-73.769931	
A	40.944704	-73.769712	
A	40.943475	-73.769692	
A	40.943196	-73.769512	
A	40.942985	-73.769293	
A	40.942744	-73.769233	
A	40.942495	-73.769093	
A	40.944953	-73.77096	
A	40.944832	-73.771049	
A	40.94453	-73.771429	
A	40.944206	-73.771628	
A	40.943957	-73.771668	
A	40.943641	-73.771668	
A	40.943271	-73.771548	
A	40.943339	-73.772257	
A	40.943	-73.772307	
A	40.942728	-73.772447	
A	40.942167	-73.772083	
A	40.942353	-73.771514	
A	40.942621	-73.771139	
A	40.942588	-73.770849	
A	40.942605	-73.770463	
A	40.942929	-73.770023	
A	40.942686	-73.770001	
A	40.942426	-73.769787	
A	40.942183	-73.769572	
A	40.941989	-73.769433	
A	40.941843	-73.76968	
A	40.941458	-73.769948	
A	40.941344	-73.770044	
A	40.941434	-73.770441	
A	40.941575	-73.770329	
A	40.94179	-73.770178	
A	40.942098	-73.770125	
A	40.942131	-73.770522	
A	40.941647	-73.770938	
A	40.941653	-73.771415	
A	40.941599	-73.771758	
A	40.941063	-73.771797	
A	40.940791	-73.771922	
A	40.940508	-73.772149	
A	40.940319	-73.77232	
A	40.940072	-73.772484	
A	40.940036	-73.772844	
A	40.940089	-73.773179	
A	40.940219	-73.773531	
A	40.940355	-73.773703	
A	40.940691	-73.773913	
A	40.940844	-73.773648	
A	40.940986	-73.773421	
A	40.941133	-73.77307	
A	40.941434	-73.772937	
A	40.941776	-73.772929	
A	40.942036	-73.773117	
A	40.942207	-73.773398	
A	40.942248	-73.773835	
A	40.942178	-73.774179	
A	40.942089	-73.774624	
A	40.941906	-73.774944	
A	40.941794	-73.775256	
A	40.941847	-73.773742	
A	40.9418	-73.774015	
A	40.941558	-73.77389	
A	40.941328	-73.773671	
A	40.941623	-73.773484	
A	40.941584	-73.774579	
A	40.941356	-73.774363	
A	40.941057	-73.774137	
A	40.940886	-73.774419	
A	40.940751	-73.774806	
A	40.940602	-73.775098	
A	40.940303	-73.775672	
A	40.940132	-73.776077	
A	40.940516	-73.776388	
A	40.940765	-73.776567	
A	40.940559	-73.777057	
A	40.940331	-73.777227	
A	40.94016	-73.777415	
A	40.939869	-73.777547	
A	40.939605	-73.777717	
A	40.939434	-73.777839	
A	40.93905	-73.777792	
A	40.938751	-73.777773	
A	40.938509	-73.777849	
A	40.938282	-73.777679	
A	40.938267	-73.776972	
A	40.93841	-73.776549	
A	40.938467	-73.776106	
A	40.93804	-73.775795	
A	40.937883	-73.776096	
A	40.937805	-73.776256	
A	40.937755	-73.776577	
A	40.937435	-73.777943	
A	40.936993	-73.778386	
A	40.936887	-73.778697	
A	40.937235	-73.778678	
A	40.937954	-73.778621	
A	40.938232	-73.778452	
A	40.938573	-73.77847	
A	40.939057	-73.778386	
A	40.940132	-73.776841	
A	40.939862	-73.776991	
A	40.939612	-73.77718	
A	40.939306	-73.777123	
A	40.939057	-73.777217	
A	40.938687	-73.777312	
A	40.938701	-73.776916	
A	40.938844	-73.77652	
A	40.939086	-73.776285	
A	40.939356	-73.776228	
A	40.939612	-73.776388	
A	40.939862	-73.776492	
A	40.939982	-73.77538	
A	40.939684	-73.775814	
A	40.939399	-73.775729	
A	40.939072	-73.775682	
A	40.938751	-73.775672	
A	40.938509	-73.77555	
A	40.938232	-73.775361	
A	40.938331	-73.77506	
A	40.938545	-73.774777	
A	40.938758	-73.774947	
A	40.939	-73.775239	
A	40.939271	-73.775286	
A	40.939598	-73.775305	
A	40.940851	-73.770199	
A	40.940986	-73.770632	
A	40.941057	-73.771047	
A	40.940659	-73.771376	
A	40.940317	-73.771574	
A	40.940047	-73.771791	
A	40.939869	-73.77197	
A	40.939655	-73.772422	
A	40.939527	-73.772893	
A	40.939662	-73.773213	
A	40.939769	-73.773637	
A	40.939883	-73.774005	
A	40.940125	-73.774193	
A	40.940381	-73.774382	
A	40.94021	-73.774824	
A	40.939947	-73.774674	
A	40.939719	-73.774683	
A	40.939363	-73.774664	
A	40.939114	-73.774608	
A	40.938922	-73.774306	
A	40.938701	-73.774174	
A	40.938751	-73.773788	
A	40.938993	-73.773958	
A	40.939264	-73.774156	
A	40.939506	-73.774042	
A	40.939463	-73.773647	
A	40.939249	-73.773383	
A	40.938993	-73.773232	
A	40.939132	-73.772888	
A	40.939188	-73.772683	
A	40.939369	-73.77217	
A	40.939476	-73.771905	
A	40.939663	-73.771401	
A	40.939788	-73.77121	
A	40.939951	-73.770755	
A	40.940244	-73.77102	
A	40.940182	-73.770474	
A	40.940482	-73.770449	
A	40.948266	-73.778075	
A	40.947927	-73.778075	
A	40.947724	-73.778095	
A	40.947226	-73.778005	
A	40.94697	-73.777956	
A	40.946713	-73.778005	
A	40.946427	-73.778055	
A	40.946155	-73.778095	
A	40.945748	-73.778215	
A	40.945484	-73.778325	
A	40.945484	-73.778674	
A	40.945228	-73.779253	
A	40.94507	-73.779622	
A	40.944678	-73.780062	
A	40.944331	-73.780092	
A	40.943886	-73.780161	
A	40.943743	-73.780501	
A	40.943992	-73.78081	
A	40.944316	-73.780511	
A	40.944587	-73.780511	
A	40.944927	-73.78082	
A	40.945213	-73.780641	
A	40.945507	-73.780421	
A	40.945967	-73.780581	
A	40.946035	-73.780271	
A	40.946169	-73.779954	
A	40.945845	-73.779621	
A	40.946306	-73.779385	
A	40.946525	-73.779375	
A	40.94676	-73.779106	
A	40.946485	-73.778988	
A	40.946153	-73.778935	
A	40.945772	-73.779021	
A	40.945934	-73.778549	
A	40.946315	-73.778624	
A	40.94659	-73.778538	
A	40.946849	-73.778377	
A	40.947125	-73.778452	
A	40.947433	-73.778452	
A	40.947708	-73.778538	
A	40.947935	-73.778688	
A	40.947765	-73.779096	
A	40.947449	-73.779139	
A	40.947165	-73.778978	
A	40.944413	-73.781422	
A	40.944379	-73.78208	
A	40.94399	-73.781965	
A	40.943707	-73.78184	
A	40.943519	-73.781787	
A	40.943224	-73.781716	
A	40.942915	-73.781289	
A	40.943049	-73.78088	
A	40.943445	-73.781156	
A	40.943714	-73.781262	
A	40.944211	-73.78273	
A	40.94403	-73.783192	
A	40.943681	-73.783174	
A	40.943437	-73.783268	
A	40.943125	-73.783064	
A	40.942934	-73.782726	
A	40.942703	-73.782442	
A	40.942902	-73.78212	
A	40.943445	-73.782356	
A	40.943712	-73.78249	
A	40.943907	-73.782614	
A	40.943694	-73.783885	
A	40.943482	-73.784322	
A	40.943329	-73.784666	
A	40.943187	-73.784908	
A	40.943069	-73.785181	
A	40.942886	-73.785556	
A	40.942727	-73.785845	
A	40.942373	-73.785626	
A	40.94255	-73.785212	
A	40.94278	-73.784736	
A	40.942998	-73.784369	
A	40.943116	-73.784033	
A	40.942756	-73.783487	
A	40.942426	-73.784221	
A	40.941954	-73.785111	
A	40.94186	-73.785454	
A	40.941665	-73.78572	
A	40.941482	-73.785954	
A	40.941376	-73.78622	
A	40.941005	-73.786462	
A	40.941093	-73.785954	
A	40.941205	-73.785589	
A	40.941334	-73.785322	
A	40.94148	-73.785015	
A	40.941635	-73.784623	
A	40.941824	-73.784333	
A	40.941974	-73.78398	
A	40.942111	-73.783617	
A	40.942287	-73.783333	
A	40.942429	-73.783009	
A	40.943353	-73.786968	
A	40.94326	-73.787167	
A	40.943141	-73.787516	
A	40.943006	-73.787791	
A	40.942778	-73.788326	
A	40.942499	-73.788216	
A	40.942571	-73.787825	
A	40.942644	-73.787558	
A	40.942742	-73.787228	
A	40.942851	-73.786954	
A	40.942965	-73.786666	
A	40.942504	-73.786419	
A	40.942421	-73.786755	
A	40.942297	-73.786995	
A	40.942209	-73.787366	
A	40.942126	-73.78777	
A	40.941499	-73.787688	
A	40.941126	-73.787537	
A	40.940898	-73.78729	
A	40.941287	-73.787126	
A	40.941546	-73.786975	
A	40.941753	-73.786755	
A	40.94188	-73.786491	
A	40.942141	-73.786144	
A	40.942201	-73.790841	
A	40.942061	-73.791113	
A	40.941944	-73.791489	
A	40.941599	-73.791968	
A	40.941471	-73.792226	
A	40.941332	-73.792573	
A	40.941232	-73.792919	
A	40.941081	-73.793177	
A	40.940825	-73.793221	
A	40.940608	-73.793243	
A	40.940463	-73.793619	
A	40.940697	-73.793715	
A	40.94097	-73.793848	
A	40.942658	-73.789328	
A	40.942436	-73.789799	
A	40.941818	-73.790306	
A	40.942013	-73.789737	
A	40.942188	-73.789283	
A	40.942309	-73.788954	
A	40.941644	-73.790768	
A	40.941603	-73.791097	
A	40.941455	-73.791382	
A	40.941227	-73.791444	
A	40.941005	-73.791546	
A	40.94072	-73.791546	
A	40.940431	-73.791529	
A	40.94069	-73.791231	
A	40.940874	-73.791044	
A	40.941183	-73.79087	
A	40.941365	-73.790662	
A	40.940999	-73.792222	
A	40.940965	-73.792649	
A	40.940764	-73.792627	
A	40.940515	-73.792618	
A	40.940253	-73.792591	
A	40.939991	-73.792507	
A	40.940119	-73.792249	
A	40.940394	-73.792169	
A	40.940777	-73.792071	
A	40.940226	-73.793169	
A	40.940089	-73.793534	
A	40.939823	-73.793423	
A	40.939477	-73.79332	
A	40.939696	-73.792996	
A	40.939947	-73.79308	
A	40.941804	-73.788493	
A	40.941727	-73.788868	
A	40.941621	-73.789133	
A	40.941468	-73.789477	
A	40.941232	-73.789703	
A	40.941084	-73.789914	
A	40.940677	-73.790078	
A	40.940382	-73.789961	
A	40.940146	-73.78993	
A	40.93991	-73.789852	
A	40.940123	-73.789383	
A	40.940418	-73.789188	
A	40.940736	-73.789172	
A	40.940937	-73.788875	
A	40.941409	-73.788579	
A	40.939574	-73.792261	
A	40.939396	-73.792525	
A	40.939183	-73.792798	
A	40.939062	-73.793109	
A	40.93882	-73.79308	
A	40.938521	-73.792901	
A	40.938122	-73.792741	
A	40.936792	-73.792308	
A	40.936528	-73.792204	
A	40.936286	-73.792063	
A	40.936009	-73.791997	
A	40.93571	-73.79194	
A	40.935397	-73.791564	
A	40.935923	-73.791422	
A	40.936286	-73.79162	
A	40.936599	-73.791846	
A	40.936955	-73.792044	
A	40.937204	-73.792138	
A	40.937389	-73.792383	
A	40.937973	-73.792317	
A	40.938307	-73.79227	
A	40.938521	-73.792129	
A	40.938941	-73.792204	
A	40.939275	-73.792157	
A	40.940347	-73.790791	
A	40.940225	-73.791024	
A	40.940039	-73.791238	
A	40.939844	-73.791568	
A	40.939629	-73.791516	
A	40.939379	-73.79138	
A	40.939541	-73.791212	
A	40.939439	-73.790911	
A	40.939504	-73.790455	
A	40.939836	-73.790551	
A	40.940087	-73.790626	
A	40.938623	-73.791475	
A	40.938359	-73.791644	
A	40.93811	-73.791689	
A	40.937836	-73.791682	
A	40.937484	-73.791695	
A	40.937254	-73.791592	
A	40.936936	-73.791365	
A	40.937264	-73.791236	
A	40.93763	-73.7911	
A	40.937914	-73.79097	
A	40.939525	-73.789479	
A	40.93937	-73.789879	
A	40.939068	-73.789977	
A	40.938819	-73.790003	
A	40.938537	-73.790003	
A	40.938383	-73.789843	
A	40.938255	-73.790163	
A	40.937839	-73.790341	
A	40.937583	-73.790412	
A	40.937227	-73.790359	
A	40.936972	-73.790199	
A	40.93667	-73.790208	
A	40.936844	-73.789719	
A	40.937274	-73.789541	
A	40.937577	-73.789434	
A	40.938168	-73.789523	
A	40.938578	-73.789541	
A	40.93884	-73.789585	
A	40.939048	-73.789479	
A	40.939316	-73.789532	
A	40.940979	-73.78814	
A	40.940781	-73.788382	
A	40.940548	-73.788415	
A	40.940287	-73.788451	
A	40.939978	-73.788643	
A	40.939536	-73.788841	
A	40.939216	-73.788954	
A	40.939024	-73.788961	
A	40.938768	-73.788954	
A	40.938347	-73.788785	
A	40.938112	-73.788834	
A	40.937745	-73.788749	
A	40.937489	-73.788785	
A	40.937691	-73.788248	
A	40.937936	-73.788241	
A	40.938256	-73.78822	
A	40.938507	-73.788262	
A	40.938816	-73.788206	
A	40.939243	-73.788481	
A	40.939739	-73.788446	
A	40.940069	-73.788375	
A	40.940464	-73.788149	
A	40.940606	-73.787828	
A	40.937156	-73.788132	
A	40.937047	-73.788609	
A	40.936809	-73.789086	
A	40.936571	-73.789256	
A	40.936314	-73.789444	
A	40.93614	-73.789657	
A	40.935928	-73.789904	
A	40.935619	-73.78975	
A	40.935876	-73.789376	
A	40.936031	-73.789078	
A	40.936082	-73.788805	
A	40.936262	-73.788524	
A	40.936616	-73.788703	
A	40.936841	-73.788337	
A	40.936529	-73.788095	
A	40.93665	-73.787794	
A	40.936764	-73.787236	
A	40.937145	-73.786861	
A	40.937461	-73.787086	
A	40.937761	-73.786979	
A	40.938166	-73.786915	
A	40.938474	-73.786957	
A	40.93875	-73.786979	
A	40.939049	-73.786872	
A	40.939479	-73.786389	
A	40.939795	-73.786292	
A	40.939674	-73.785691	
A	40.939973	-73.785627	
A	40.940152	-73.785423	
A	40.93986	-73.785198	
A	40.939998	-73.784855	
A	40.940379	-73.784951	
A	40.940127	-73.784565	
A	40.940257	-73.784232	
A	40.940541	-73.784082	
A	40.940768	-73.783589	
A	40.940893	-73.783304	
A	40.941031	-73.783041	
A	40.941173	-73.782677	
A	40.94142	-73.782521	
A	40.941606	-73.782134	
A	40.941851	-73.781565	
A	40.9421	-73.781137	
A	40.942486	-73.781396	
A	40.942428	-73.781739	
A	40.942222	-73.782057	
A	40.942061	-73.7824	
A	40.941905	-73.782781	
A	40.941729	-73.78317	
A	40.941538	-73.783467	
A	40.941386	-73.783785	
A	40.941303	-73.784037	
A	40.941113	-73.784438	
A	40.940986	-73.78471	
A	40.94077	-73.785144	
A	40.940594	-73.785441	
A	40.940428	-73.785869	
A	40.940389	-73.786361	
A	40.94035	-73.786898	
A	40.939964	-73.787506	
A	40.939421	-73.787694	
A	40.939054	-73.787661	
A	40.938634	-73.787551	
A	40.938194	-73.787513	
A	40.937817	-73.787474	
A	40.937358	-73.78759	
A	40.937113	-73.787545	
A	40.939229	-73.785387	
A	40.939019	-73.786119	
A	40.938774	-73.786255	
A	40.93852	-73.786216	
A	40.938207	-73.786261	
A	40.937953	-73.786293	
A	40.937689	-73.786229	
A	40.937298	-73.78619	
A	40.937405	-73.785918	
A	40.937493	-73.785666	
A	40.937708	-73.785335	
A	40.937992	-73.785297	
A	40.938549	-73.785491	
A	40.938877	-73.785348	
A	40.939977	-73.783808	
A	40.939734	-73.784087	
A	40.939499	-73.784227	
A	40.939393	-73.784645	
A	40.93911	-73.784602	
A	40.93885	-73.784645	
A	40.938461	-73.784688	
A	40.938064	-73.784645	
A	40.938348	-73.783937	
A	40.938591	-73.783454	
A	40.938705	-73.78309	
A	40.93881	-73.782918	
A	40.939167	-73.783079	
A	40.939418	-73.783401	
A	40.939653	-73.783572	
A	40.941071	-73.781791	
A	40.940893	-73.781942	
A	40.940706	-73.782371	
A	40.940398	-73.782811	
A	40.940212	-73.783133	
A	40.939936	-73.782854	
A	40.939653	-73.782725	
A	40.939402	-73.782521	
A	40.939094	-73.782349	
A	40.939207	-73.782092	
A	40.939377	-73.781609	
A	40.93971	-73.781684	
A	40.940026	-73.781716	
A	40.940358	-73.781663	
A	40.940536	-73.781513	
A	40.940787	-73.781276	
A	40.941047	-73.781148	
A	40.938899	-73.781316	
A	40.938678	-73.78164	
A	40.938567	-73.781915	
A	40.938406	-73.782226	
A	40.938272	-73.78255	
A	40.938096	-73.782886	
A	40.938013	-73.783131	
A	40.937893	-73.783454	
A	40.937773	-73.783741	
A	40.93757	-73.784181	
A	40.93745	-73.784365	
A	40.937026	-73.784145	
A	40.937102	-73.78376	
A	40.937251	-73.783478	
A	40.937328	-73.78314	
A	40.937623	-73.782705	
A	40.937934	-73.781915	
A	40.938112	-73.781575	
A	40.938277	-73.781295	
A	40.9385	-73.781168	
A	40.937249	-73.78491	
A	40.936957	-73.785291	
A	40.93691	-73.785734	
A	40.93673	-73.78462	
A	40.936537	-73.784995	
A	40.936425	-73.785279	
A	40.93661	-73.78628	
A	40.936373	-73.786518	
A	40.936253	-73.787087	
A	40.936142	-73.787325	
A	40.936034	-73.787644	
A	40.935837	-73.787894	
A	40.935708	-73.788235	
A	40.935571	-73.788616	
A	40.935463	-73.788894	
A	40.935322	-73.789184	
A	40.935188	-73.789445	
A	40.93507	-73.789798	
